course,grade,citz,satv,satm,acten,actma,actr,actsc,actc,hsgpa,hspercen,acadrate,reclevel,place1,place2,placetot
M151,A,,720,680,35,36,32,28,33,4,0.99,2,5,15,15,30
M151,B+,USA,,,33,35,32,34,34,4,1,2,5,,,
M151,B+,USA,,,25,35,27,29,29,3.61,,2,5,11,14,25
M151,W,USA,,,34,35,33,33,34,3.53,0.9,2,5,11,12,23
M151,D+,USA,,,30,35,35,36,34,3.28,,3,5,11,7,18
M151,A,USA,,,35,35,33,36,35,3.61,0.94,2,5,13,10,23
M151,A,USA,,,29,35,33,28,31,3.57,,2,5,10,10,20
M151,C,,,,26,35,31,31,31,3.13,0.83,3,5,11,10,21
M151,A,,,,30,35,27,28,30,3.6,,2,7,14,9,23
M151,W,USA,,,33,34,30,27,31,3.34,0.86,3,5,11,6,17
M151,C-,USA,,,35,34,31,35,34,3.64,0.93,2,5,13,10,23
M151,C,USA,,,29,34,31,30,31,2.9,0.65,3,5,5,5,10
M151,A,USA,,,29,34,33,34,33,3.8,0.93,2,5,13,8,21
M151,B-,USA,,,25,34,24,29,28,2.89,0.61,4,6,,,
M151,F,USA,,,28,34,36,36,34,3.21,0.58,4,5,15,15,30
M131,A-,USA,700,650,28,34,32,32,32,2.56,,4,5,,,
M151,C,,, ,36,34,32,28,33,3.66,0.87,2,5,10,7,17
M151,C,,,,30,34,36,36,34,3.5,0.89,3,5,11,11,22
M151,A,INT,,,28,33,18,26,25,,,,5,10,14,24
M151,C,USA,,,33,33,34,33,33,3.93,0.95,3,5,,,
M151,D,USA,,,35,33,33,33,34,3.94,0.98,2,5,,,
M151,A,USA,,,30,33,29,33,31,4,0.982758621,2,5,13,8,21
M151,D-,USA,,,30,33,24,25,28,2.86,0.753694581,3,5,12,9,21
M151,A-,USA,,,28,33,31,31,31,3.92,0.974,2,5,11,9,20
M131,C,USA,,,32,33,34,26,31,2.57,0.44,5,4,8,7,15
M121,B-,USA,,,33,33,34,31,33,3.82,0.93,2,5,,,
M151,A-,,,,35,33,36,32,34,3.71,,1,5,12,9,21
M151,C+,,,,28,33,29,28,29,3.32,0.79,4,5,,,
M151,B,,,,31,33,25,27,29,3.36,0.88,2,5,,,
M121,A-,,,,35,33,36,33,34,3.45,0.95,2,5,11,6,17
M151,A,INT,,,25,32,24,31,28,,,,5,13,14,27
M151,C,INT,570,750,28,32,29,28,29,3.94,,3,5,15,12,27
M151,B-,USA,,,23,32,27,33,29,3.76,0.93,3,5,12,10,22
M151,A,USA,,,28,32,31,31,31,3.93,0.96,2,5,9,8,17
M151,C,USA,,,28,32,22,25,27,3,,4,5,12,8,20
M151,A,USA,,,35,32,33,34,34,3.28,0.74,3,5,,,
M151,B-,USA,,,35,32,35,34,34,3.13,,3,5,14,14,28
M151,A,USA,,,35,32,34,33,34,4,,2,5,14,10,24
M151,B,USA,670,570,29,32,33,28,31,3.18,0.75,3,5,12,11,23
M121,A-,USA,,,35,32,31,29,32,3.34,0.72,3,4,9,8,17
M121,B+,USA,,,24,32,24,24,26,3.8,0.61,4,4,9,7,16
M151,B,,,,25,32,28,25,28,3.3,,3,5,12,11,23
M151,B,,,,28,32,31,34,31,3.18,0.74,3,5,,,
M151,A,,,,33,32,30,25,30,4,,2,5,,,
M151,B,,,,31,32,31,25,29,3.58,0.74,3,5,12,10,22
M151,B-,,,,23,32,22,25,26,3.21,0.87,3,5,13,12,25
M151,B-,,,,26,32,30,26,29,3.57,0.94,2,5,11,5,16
M151,A+,,,,33,32,27,31,31,4,0.96,2,5,14,14,28
M151,B,,,,32,32,33,30,32,3.8,0.93,2,6,,,
M151,C,,,,35,32,33,31,33,3.9,0.97,2,5,14,11,25
M151,D,USA,,,27,31,23,33,29,3.3,0.85,3,5,,,
M151,F,USA,,,33,31,35,33,32,2.96,,3,5,,,
M151,C,USA,,,26,31,23,24,26,3.07,0.71,4,5,12,6,18
M151,C,USA,,,27,31,25,27,28,3.92,0.94,3,5,,,
M151,A,USA,620,720,24,31,28,31,29,4,0.94,2,5,,,
M151,A-,USA,,,26,31,30,27,29,3.5,,3,6,,,
M151,B,USA,,,35,31,33,32,33,2.84,,3,5,,,
M145,C+,USA,,,30,31,28,33,30,3,,4,5,11,8,19
M145,B+,USA,,,28,31,31,30,30,,,2,4,5,7,12
M145,C-,USA,,,31,31,35,35,33,3.53,,3,3,7,5,12
M151,C+,,,,34,31,33,36,34,3.53,,2,5,7,10,17
M151,C,,600,720,26,31,29,26,28,3.55,,3,5,,,
M151,B,,,,26,31,23,26,27,3.94,0.93,3,5,10,9,19
M151,C,,,,27,31,31,31,30,3.75,0.85,3,5,,,
M151,C+,,,,29,31,27,25,28,3.52,0.83,3,5,7,8,15
M151,D,,,,34,31,33,36,34,3.7,0.76,2,5,,,
M151,D+,,,,34,31,28,31,31,4,0.99,2,5,13,11,24
M151,A,,,,34,31,27,31,31,3.87,0.97,1,5,14,10,24
M151,C,USA,,,30,30,31,28,30,3.93,0.97,2,5,9,10,19
M151,W,USA,,,29,30,33,30,31,2.88,0.56,4,4,,,
M151,A,USA,,,34,30,33,35,33,3.97,0.93,2,5,11,11,22
M151,C,USA,,,30,30,29,34,31,2.47,,4,5,13,13,26
M151,A,USA,,,33,30,30,32,31,3.5,,2,5,1,6,7
M151,B,USA,,,29,30,32,31,31,2.87,,3,5,12,9,21
M151,A,USA,,,27,30,32,33,31,3.03,0.509202454,4,4, , ,
M151,B-,USA,730,700,32,30,36,35,33,3.53,,2,5,,,
M121,B+,USA,,,36,30,34,33,33,3,0.49,5,5,9,10,19
M151,B+,,,,29,30,32,34,31,3.68,0.95,2,5,,,
M151,F,,,,31,30,31,25,29,3.03,0.61,4,5,10,8,18
M151,D-,,,,34,30,28,26,30,3.31,0.83,3,5,8,5,13
M151,C+,,,,21,30,29,29,27,3.03,0.71,3,5,8,7,15
M151,C+,,,,34,30,33,25,31,3.63,0.83,2,5,12,10,22
M151,B,,,,35,30,30,26,30,3,,3,5,,,
M145,B,INT,,,20,29,18,28,24,,,,4,9,9,18
M151,B-,INT,,,19,29,28,23,25,3.44,,2,4, , ,
M151,A-,USA,,,27,29,29,30,29,3.55,0.95,2,5,12,9,21
M151,C,USA,640,660,33,29,28,22,28,3.5,,3,5,10,9,19
M151,W,USA,,,32,29,28,29,30,3.24,0.82,3,5,10,8,18
M151,C,USA,,,24,29,20,24,24,3.89,0.88,4,4,12,6,18
M151,C,USA,690,630,32,29,27,29,29,2.9,,4,5,12,12,24
M151,B-,USA,,,31,29,25,26,28,3.97,1,2,5,,,
M151,C,USA,770,660,34,29,33,28,31,3.96,,1,6,12,10,22
M151,W,USA,,,26,29,23,23,25,2.97,0.81,4,5,,,
M151,B,USA,,,33,29,34,34,33,4,,2,5,8,9,17
M151,C+,USA,,,26,29,28,28,28,3.19,0.63,4,5,10,6,16
M151,W,USA,,,30,29,33,30,31,3.46,,2,5,12,8,20
M151,B+,USA,,,35,29,33,31,30,4,0.98,2,5,11,9,20
M151,W,USA,,,24,29,23,25,25,3.82,0.89,3,4,,,
M151,W,USA,,,31,29,28,26,29,2.74,,4,5,13,12,25
M151,B-,USA,,,24,29,29,22,26,3.41,,3,3,7,0,7
M151,C-,USA,,,28,29,21,25,26,3.31,0.842,4,4,9,9,18
M145,A,USA,680,600,33,29,31,26,30,3.22,,3,4,9,7,16
M131,A,USA,,,26,29,22,25,26,2.65,0.66,4,2,,,
M131,A,USA,,,26,29,34,31,30,3.75,,3,3,10,4,14
M121,C-,USA,,,30,29,24,23,27,2.8,,5,4,4,4,8
M121,W,USA,,,35,29,27,24,29,4,,1,4,9,5,14
M121,A-,USA,,,35,29,25,29,30,3.62,0.931623932,2,5,13,9,22
M151,A,,,,32,29,30,28,30,3.97,0.97,2,6,,,
M151,B-,,,,35,29,34,29,32,3.07,0.88,3,5,,,
M151,A,,,,29,29,31,28,29,3.74,0.96,2,5,,,
M151,A+,,,,26,29,26,21,26,4,0.99,2,6,,,
M151,B,,,,22,29,23,30,26,2.87,0.69,3,5,12,9,21
M151,B-,,710,660,28,29,33,34,31,3.87,0.94,3,5,14,13,27
M151,C+,,,,28,29,30,24,28,3.3,,3,5,,,
M151,C,,,,28,29,30,33,30,4,0.97,2,5,12,6,18
M151,C+,,,,30,29,28,26,29,4,,2,5,9,9,18
M151,A-,,740,580,30,29,31,25,29,3.91,0.98,1,5,,,
M151,B+,,,,33,29,31,28,30,3.9,0.92,2,5,13,5,18
M121,C+,,,,26,29,22,22,25,3,0.87,4,4,,,
M121,A+,,,,35,29,35,34,33,3.97,0.94,2,5,9,5,14
M121,A+,,800,660,34,29,36,31,33,4,,1,5,,,
M121,B,,,,34,29,34,30,32,3.5,,2,5,8,7,15
M145,B,INT,,,32,28,30,27,29,2.61,0.49,4,3,10,8,18
M151,W,USA,,,33,28,31,31,31,2.86,,4,5,11,8,19
M151,W,USA,,,25,28,27,32,27,2.94,0.75,3,4,,,
M151,B-,USA,,,34,28,30,32,31,3.66,,2,5,10,5,15
M151,A-,USA,,,30,28,36,24,30,3.32,,3,5,11,12,23
M151,B-,USA,,,33,28,29,26,29,3.61,0.87,3,5,11,7,18
M151,B+,USA,,,32,28,34,26,30,3.81,0.89,2,5,11,8,19
M151,B,USA,,,24,28,31,28,28,3.46,,4,5,12,5,17
M151,C+,USA,590,600,24,28,21,21,24,,,3,3,,,
M151,B,USA,,,23,28,21,25,24,2.93,,4,4,11,9,20
M151,B+,USA,,,35,28,32,29,31,3.93,,2,5,10,7,17
M151,A-,USA,,,34,28,35,35,33,3.48,,3,5,11,8,19
M151,C,USA,,,35,28,34,31,32,3.43,,3,5,12,8,20
M151,C-,USA,,,25,28,23,24,25,3.29,0.762237762,3,5,,,
M151,A,USA,,,26,28,29,26,27,3.83,0.956521739,3,3,,,
M151,A,USA,,,35,28,30,28,30,3.17,0.86,4,5,14,9,23
M151,B-,USA,,,33,28,34,30,31,3.24,0.702380952,3,4,9,5,14
M151,B+,USA,,,30,28,31,36,31,2.77,0.838596491,3,4,14,14,28
M151,F,USA,,,31,28,28,25,28,3.71,0.906666667,2,5, , ,
M151,D,USA,,,32,28,29,33,31,2.8,0.546666667,4,3,8,6,14
M151,C,USA,,,23,28,34,36,30,2.88,0.375,3,4,14,5,19
M151,B-,USA,,,27,28,34,29,29,3.85,0.949,3,4,10,9,19
M151,A-,USA,,,30,28,33,31,31,4,,1,5,13,11,24
M151,B+,USA,,,30,28,32,29,30,3.82,0.963,2,4,10,3,13
M145,C+,USA,,,32,28,26,26,28,3.03,,3,3,,,
M145,A,USA,,,32,28,25,28,28,3.87,0.888268156,2,6,,,
M145,B+,USA,450,590,22,28,24,22,24,3.89,0.714285714,3,4,12,10,22
M131,C+,USA,,,26,28,24,26,25,2.78,0.72,4,4,8,4,12
M131,A,USA,,,29,28,25,29,28,3.67,0.83,3,4,,,
M131,B-,USA,,,26,28,31,26,28,2.38,,5,2,,,
M131,B+,USA,,,25,28,34,27,29,2.76,,4,3,5,6,11
M131,A-,USA,610,460,22,28,25,23,25,2.5,0.475177305,5,3,8,5,13
M131,W,USA,,,31,28,29,31,30,3.84,0.974,1,5,10,9,19
M121,A,USA,,,32,28,32,31,31,3.62,0.84,3,4,10,6,16
M121,A,USA,,,31,28,31,25,28,2.92,0.62,4,4,,,
M121,A,USA,,,29,28,25,29,28,3.67,0.83,3,4,,,
M121,B,USA,,,32,28,23,25,27,3.22,0.74,3,4,10,7,17
M121,B,USA,,,33,28,34,27,31,3.37,0.737864078,3,4,6,4,10
M151,C-,,620,660,24,28,25,29,27,3.29,,3,5,,,
M151,F,,,,31,28,29,25,28,3.54,0.96,3,5,9,8,17
M151,C,,,,35,28,32,25,30,3.92,,2,5,,,
M151,B+,,,,30,28,23,26,27,3.29,0.87,3,5,15,8,23
M151,D,,,,20,28,22,28,25,3.1,0.88,3,4,9,9,18
M121,B-,,,,30,28,30,26,29,3,0.79,3,4,,,
M121,C+,,,,24,28,27,28,27,2.31,,5,4,,,
M151,C,INT,,,20,27,20,26,23,3.38,,5,2,,,
M151,B+,INT,,,24,27,25,22,25,3.49,0.95,3,4,,,
M151,C,USA,600,640,34,27,30,23,29,3.9,,2,5,9,8,17
M151,B,USA,,,26,27,27,23,25,3.96,0.93,3,4,8,4,12
M151,W,USA,570,610,24,27,24,27,26,2.7,0.88,4,5,12,5,17
M151,B-,USA,,,30,27,33,22,28,2.69,,4,4,,,
M151,B+,USA,,,28,27,30,27,28,2.7,,4,4,10,9,19
M151,D+,USA,,,29,27,36,33,31,2.88,0.71,3,4,10,9,19
M151,A,USA,,,35,27,31,26,29,3.91,0.96,2,6,,,
M151,C+,USA,560,590,23,27,29,25,26,3.9,0.67,3,4,,,
M151,B+,USA,,,30,27,31,29,29,4,1,2,5,,,
M151,B,USA,,,25,27,32,30,29,3.4,,2,3,,,
M151,A,USA,,,27,27,27,24,26,4,,2,6,,,
M151,B-,USA,,,33,27,23,21,26,,,,5, , ,
M151,D,USA,,,26,27,22,24,25,3.25,0.639053254,4,3,7,2,9
M151,F,USA,440,580,20,27,16,19,21,3.73,0.795918367,5,5, , ,
M151,B,USA,,,24,27,19,25,24,3.31,0.773399015,4,3,9,8,17
M151,F,USA,650,600,29,27,33,28,29,3.03,0.638,4,3,,,
M151,A-,USA,,,33,27,28,29,29,3.77,,2,6,,,
M151,D,USA,,,35,27,33,31,32,3.9,,2,5,10,5,15
M151,B-,USA,,,23,27,22,23,24,3.81,0.631,3,5,14,9,23
M151,D+,USA,,,23,27,25,25,25,3.47,0.977,2,5,11,8,19
M145,F,USA,,,18,27,25,24,24,3.25,,4,3,9,2,11
M145,B,USA,,,24,27,31,26,27,3.53,0.882539683,3,4,12,7,19
M145,B,USA,,,33,27,27,25,28,3.5,,3,4,12,5,17
M145,A-,USA,,,20,27,22,20,22,3.31,,3,3,,,
M145,B+,USA,,,28,27,25,25,26,3.38,0.886363636,3,4,11,10,21
M145,C+,USA,,,22,27,24,22,24,3.55,0.636,5,4,,,
M131,A-,USA,,,25,27,27,29,27,3.76,,2,4,9,5,14
M131,A,USA,,,22,27,18,22,22,3.49,0.74,3,5,12,10,22
M131,B-,USA,,,23,27,20,23,23,,,2,0,,,
M131,C,USA,,,25,27,21,25,25,,,,2,9,5,14
M131,C+,USA,,,36,27,34,25,31,3.75,0.898550725,2,3,7,7,14
M121,A,USA,,,18,27,26,28,25,3.5,0.48,3,4,8,7,15
M121,C-,USA,,,26,27,25,22,25,3.54,0.85,2,4,,,
M121,C+,USA,,,31,27,27,26,28,3.24,,4,2,4,3,7
M121,A,USA,,,27,27,28,27,27,3.6,,2,5,10,9,19
M121,A,USA,580,600,26,27,29,27,27,3.31,0.79,3,3,11,5,16
M121,A,USA,,,18,27,21,19,21,3.77,,5,3,4,3,7
M121,A,USA,,,32,27,26,26,28,3.6,,2,4,14,6,20
M121,B,USA,,,25,27,27,26,26,2.76,,4,3,9,0,9
M121,A-,USA,,,24,27,31,27,27,3.37,,4,3,,,
M121,A,USA,,,30,27,32,27,29,3.47,,2,3,7,8,15
M121,A,USA,,,20,27,28,24,25,3.72,,2,4,8,9,17
M151,C,,610,590,29,27,30,26,28,3.4,,3,5,11,8,19
M151,D+,,,,25,27,25,21,25,3.93,0.99,2,5,8,8,16
M151,B-,,,,30,27,32,30,30,4,0.92,2,5,,,
M151,D,,,,23,27,25,25,25,3.65,0.79,3,5,11,6,17
M151,A-,,,,31,27,31,24,28,4,0.98,1,5,12,8,20
M151,A,,,,31,27,31,25,29,3.48,,2,5,11,12,23
M151,A,,,,30,27,30,27,29,4,0.99,2,5,,,
M121,C+,,,,24,27,23,22,24,3.46,0.66,3,4,,,
M151,B,INT,,,34,26,32,27,30,2.27,,5,2,,,
M145,C,INT,,,26,26,29,24,26,3.25,0.715976331,3,3,8,8,16
M151,W,USA,,,31,26,23,24,26,3.4,0.95,2,5,,,
M151,D-,USA,,,29,26,22,28,26,3.13,,3,4,,,
M151,B-,USA,,,25,26,22,26,25,3.71,0.84,3,2,5,5,10
M151,C+,USA,,,33,26,34,27,30,4,,1,4,8,3,11
M151,C,USA,620,730,26,26,22,23,24,3.62,,3,4,14,7,21
M145,A-,USA,,,29,26,23,28,26,3.69,,3,4,9,8,17
M145,B,USA,,,24,26,25,24,25,3.62,,3,3,13,7,20
M145,A-,USA,,,27,26,33,27,28,2.58,0.493293592,4,3,7,6,13
M145,A,USA,,,35,26,32,34,32,3.97,0.648180243,3,4,11,5,16
M145,C+,USA,,,18,26,23,24,23,3,0.583333333,5,4,10,4,14
M145,A,USA,,,28,26,23,23,25,3.93,,1,4, , ,
M145,C,USA,,,31,26,26,25,27,3.07,,3,3,5,6,11
M145,C-,USA,,,27,26,33,24,28,4,0.942,3,4,8,4,12
M145,W,USA,670,650,24,26,26,27,25,3.33,0.667,4,4,,,
M145,C-,USA,,,25,26,23,23,24,,,,4,,,
M145,C,USA,,,31,26,36,29,31,3.25,0.646,3,4,,,
M131,C,USA,,,32,26,33,30,30,3.06,,3,4,7,4,11
M131,A,USA,,,19,26,27,24,24,2.94,0.56,5,2,,,
M131,C-,USA,,,21,26,20,23,23,3.5,0.8,3,4,8,6,14
M131,C+,USA,,,26,26,28,22,26,3.95,0.95,2,4,5,3,8
M131,B,USA,,,24,26,32,23,26,2.43,,5,3,8,3,11
M131,B+,USA,,,24,26,30,22,26,2.8,,3,3,11,6,17
M131,B+,USA,630,600,33,26,31,24,28,3.43,,2,4,7,9,16
M121,A,USA,,,33,26,34,29,31,3.53,0.81,3,4,8,6,14
M121,B,USA,,,20,26,22,27,24,3.18,0.9,4,2,,,
M121,B,USA,,,34,26,31,27,29,2.37,,6,2,,,
M121,C-,USA,,,19,26,19,22,22,3.26,0.76,4,2,,,
M121,A,USA,800,540,29,26,35,27,29,3.28,,3,2,,,
M121,C,USA,,,28,26,31,26,28,3.16,,3,2,5,3,8
M121,A,USA,,,35,26,36,26,31,3.87,,1,4,8,5,13
M121,A,USA,,,26,26,27,28,27,4,0.91,3,4,9,3,12
M121,B,USA,,,31,26,31,30,30,3.46,,3,4,10,6,16
M121,C-,USA,,,24,26,22,22,24,3.31,0.95,2,4,10,6,16
M121,C-,USA,,,28,26,27,25,27,3,,4,4,6,4,10
M121,B-,USA,,,26,26,25,22,25,3.46,0.97,2,3,10,2,12
M121,F,USA,,,25,26,29,23,26,2.74,0.55,5,3,7,7,14
M121,W,USA,,,27,26,27,25,26,3.19,,3,4,6,7,13
M121,B-,USA,,,18,26,20,22,20,,,5,2,,,
M121,W,USA,,,25,26,31,32,29,3,,3,3,5,3,8
M121,A,USA,,,24,26,30,26,27,,,3,3,6,5,11
M121,B-,USA,,,25,26,27,26,26,3.58,0.803333333,5,3,,,
M121,A,USA,,,32,26,34,25,29,3.78,,2,3,,,
M121,A,USA,,,27,26,27,24,26,3.37,0.801310044,3,3,10,9,19
M121,I,USA,,,30,26,33,30,30,3.76,0.671052632,3,4,,,
M121,A,USA,,,29,26,26,26,27,3.53,,3,3,9,7,16
M121,D+,USA,,,21,26,19,23,22,3.21,,5,2,7,4,11
M121,A,USA,,,36,26,35,23,30,3.19,,2,3,10,2,12
M151,D-,,,,25,26,25,24,25,2.81,0.65,5,2,,,
M151,F,,,,31,26,33,29,30,3.86,,1,5,10,8,18
M131,C,,,,22,26,26,23,24,3.03,0.51,5,3,8,4,12
M131,C,,,,26,26,33,26,28,,0.49,5,2,,,
M121,B-,,,,23,26,25,22,24,3.04,0.94,4,4,9,1,10
M121,C-,,,,27,26,31,28,28,2.97,,4,4,,,
M121,B,,610,610,27,26,21,23,24,3.45,,3,4,7,4,11
M121,C-,,,,28,26,26,26,27,3.03,0.79,4,4,10,3,13
M121,A,,,,31,26,27,22,27,3.8,,1,0,8,6,14
M121,A-,,,,34,26,26,28,29,3.6,,2,5,10,5,15
M121,B-,,,,30,26,32,30,29,3.48,,2,5,6,6,12
M151,B,INT,,,21,25,17,21,21,4,0.98,3,4,10,13,23
M145,D-,INT,,,21,25,15,18,20,3.18,,4,3,6,7,13
M121,D,INT,,,21,25,15,18,20,3.18,,4,3,6,7,13
M151,W,USA,,,26,25,24,23,25,3.88,0.99,2,4,,,
M151,W,USA,500,540,26,25,22,26,25,3.6,,3,3,10,3,13
M151,W,USA,,,25,25,27,26,26,3.23,,4,3,10,6,16
M151,C,USA,,,22,25,23,25,24,2.81,,4,3,9,10,19
M151,W,USA,,,23,25,25,24,24,3.16,0.601036269,4,3,12,9,21
M151,C,USA,,,23,25,21,28,24,3.53,0.847,4,6,,,
M151,C-,USA,,,23,25,20,23,23,3.3,,3,2,8,3,11
M145,C,USA,,,22,25,18,25,23,2.73,0.6,5,2,,,
M145,A,USA,,,24,25,26,27,26,3,,4,4,7,7,14
M145,D-,USA,,,32,25,26,22,26,3,,4,3,10,7,17
M145,W,USA,,,20,25,23,20,22,3.69,0.815,4,4,10,6,16
M145,C,USA,,,21,25,22,24,23,3.48,0.672,5,4,,,
M131,B-,USA,530,560,21,25,20,22,22,2.76,,4,4,10,10,20
M131,A,USA,,,21,25,21,19,22,3.7,,2,4,8,5,13
M131,A-,USA,,,35,25,34,29,31,3.7,,2,3,10,9,19
M131,B,USA,,,22,25,17,23,22,3.83,0.931034483,3,3,,,
M131,B,USA,,,24,25,29,26,26,3.4,,3,3,4,2,6
M131,A,USA,,,28,25,26,21,25,3.62,,2,3, , ,
M131,C+,USA,,,24,25,24,20,23,3.2,,4,2,7,4,11
M121,A,USA,,,30,25,32,31,30,3.18,,4,4,12,6,18
M121,B-,USA,,,29,25,28,24,27,3.14,0.79,4,2,3,4,7
M121,B+,USA,,,29,25,34,23,28,3.26,0.79,3,2,7,5,12
M121,C+,USA,520,560,22,25,22,15,21,2.63,0.48,5,2,,,
M121,B+,USA,,,29,25,26,24,26,3.5,0.97,2,3,,,
M121,B,USA,,,33,25,34,27,30,3.97,0.88,2,2,6,1,7
M121,B-,USA,,,29,25,33,27,27,3.36,0.43,3,2,8,3,11
M121,C+,USA,,,30,25,29,23,25,3.03,,4,2,3,4,7
M121,W,USA,530,520,24,25,30,24,26,2.69,0.4,5,2,9,4,13
M121,B+,USA,,,31,25,29,26,28,2.55,,4,2,7,4,11
M121,B,USA,,,23,25,25,23,24,3.11,0.71,4,2,8,3,11
M121,A,USA,,,25,25,23,21,24,3.44,,3,2,7,3,10
M121,A-,USA,,,23,25,31,23,26,2.53,,4,4,10,8,18
M121,B-,USA,710,560,32,25,32,24,28,3.45,0.83,3,2,9,4,13
M121,B+,USA,,,27,25,30,24,27,3.23,,3,2,5,2,7
M121,B+,USA,600,580,30,25,30,27,28,3.25,0.76,4,2,3,4,7
M121,C,USA,,,24,25,24,25,25,2.34,,5,2,7,3,10
M121,C,USA,,,36,25,35,30,32,2.69,0.5,5,2,,,
M121,C,USA,,,29,25,25,26,26,2.57,,5,2,5,2,7
M121,C+,USA,,,31,25,31,27,29,3.32,0.96,2,4,,,
M121,B+,USA,,,27,25,28,25,26,,,,4,,,
M121,B-,USA,,,26,25,22,23,24,2.68,0.24,5,2,5,4,9
M121,A-,USA,,,32,25,31,32,30,3.58,,2,3,1,2,3
M121,B,USA,,,22,25,26,23,24,3.4,0.796833773,4,2,5,1,6
M121,W,USA,,,27,25,33,29,29,3.46,,3,3, , ,
M121,C,USA,,,25,25,23,24,24,3.47,0.809756098,4,2,3,4,7
M121,A-,USA,,,35,25,34,26,30,3.55,,3,4,9,9,18
M121,F,USA,,,23,25,25,18,23,2.97,0.435,4,2,7,1,8
M151,B-,,,,33,25,32,25,29,3.44,,2,5,10,2,12
M151,B,,,,29,25,22,24,25,3.61,,2,4,,,
M151,C,,,,22,25,26,20,23,3.54,0.87,4,4,12,6,18
M121,B,,,,29,25,23,22,25,3.86,,2,4,6,3,9
M121,B+,,,,28,25,35,24,28,3.63,0.76,3,2,3,5,8
M121,C,,,,31,25,28,26,28,3.06,,4,4,,,
M121,C+,,,,30,25,29,24,27,3.2,0.81,4,4,6,1,7
M121,C+,,,,30,25,25,30,28,3.28,0.9,5,4,8,6,14
M151,W,USA,,,24,24,32,27,27,3.53,0.74,4,2,1,5,6
M151,C-,USA,,,21,24,18,19,21,3.31,,5,2,7,4,11
M151,D,USA,,,25,24,28,23,25,3.83,0.896774194,2,4,5,5,10
M151,A-,USA,,,28,24,31,27,28,3.83,0.958695652,1,4,9,9,18
M151,C,USA,,,23,24,23,29,25,4,0.935,2,4,8,7,15
M151,C-,USA,,,26,24,24,25,25,3.18,0.663,4,4,9,5,14
M145,A,USA,,,26,24,25,22,24,4,0.98,2,4,12,4,16
M145,B,USA,,,25,24,27,24,25,3.83,0.977272727,1,4,10,8,18
M131,F,USA,,,23,24,29,25,25,2.93,0.65,5,2,4,2,6
M131,C+,USA,550,530,20,24,18,24,22,3,0.56,5,1,5,4,9
M131,B-,USA,,,27,24,29,22,26,3.78,,3,4,8,5,13
M131,C-,USA,,,33,24,33,25,29,2.73,0.49,5,2,4,2,6
M131,B-,USA,,,21,24,16,18,20,,,5,2,3,4,7
M131,B,USA,,,24,24,21,24,23,3.39,,4,2,4,5,9
M121,A,USA,,,31,24,33,24,28,3.79,,2,4,10,1,11
M121,B-,USA,,,28,24,32,25,26,2.72,0.75,4,2,3,4,7
M121,C-,USA,,,32,24,30,23,27,3,,4,2,6,4,10
M121,C,USA,,,20,24,22,20,22,3.51,0.79,5,2,3,3,6
M121,F,USA,,,26,24,28,24,26,2.3,0.29,5,2,,,
M121,C,USA,,,32,24,35,22,28,2.5,,4,2,8,4,12
M121,C,USA,,,24,24,23,22,23,3.47,0.86,3,2,5,2,7
M121,C,USA,,,32,24,31,27,29,2.54,,4,2,3,2,5
M121,A,USA,,,30,24,33,27,29,3.61,,2,4,11,5,16
M121,B+,USA,,,26,24,26,24,25,3.73,0.9,5,2,7,4,11
